Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ascot Vale,2/21 Harold St,2,u,490000,VB,Jellis,4/03/2017,5.9,3032,2,1,1,423,62,1970,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,6567
Ascot Vale,44 The Parade,4,h,1850000,S,Brad,4/03/2017,5.9,3032,4,3,1,478,270,1900,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan,6567
Ascot Vale,97 Walter St,3,h,1284000,S,Woodards,4/03/2017,5.9,3032,3,1,2,623,,1938,Moonee Valley City Council,-37.7758,144.9089,Western Metropolitan,6567
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,4/06/2016,5.9,3032,3,2,2,285,128,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,6567
Ascot Vale,8 Geddes St,2,h,710000,PI,Nelson,4/06/2016,5.9,3032,2,1,1,214,77,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567
Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,Brad,4/06/2016,5.9,3032,6,3,2,1014,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567
Ascot Vale,119 Roseberry St,2,h,750000,SP,Maddison,4/06/2016,5.9,3032,2,1,1,226,92,1920,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567
Ascot Vale,25 Station Av,2,h,840000,S,Brad,4/06/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,6/08/2016,5.9,3032,2,1,1,269,109,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6567
Ascot Vale,10 McCully St,3,h,1377000,S,Nelson,6/08/2016,5.9,3032,3,1,1,417,168,1900,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan,6567
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,7/05/2016,5.9,3032,3,1,2,350,125,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,6567
Ascot Vale,47 Hurtle St,2,h,940000,S,Nelson,7/05/2016,5.9,3032,2,1,1,330,,,Moonee Valley City Council,-37.773,144.9049,Western Metropolitan,6567
Ascot Vale,63 Kent St,2,h,751000,PI,Nelson,7/05/2016,5.9,3032,2,1,1,118,79,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,7/05/2016,5.9,3032,2,1,1,173,102,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,6567
Ascot Vale,4 West St,3,h,,S,Jellis,7/05/2016,5.9,3032,3,2,2,252,125,1920,Moonee Valley City Council,-37.7774,144.924,Western Metropolitan,6567
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,7/11/2016,5.9,3032,2,1,2,228,90,1995,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan,6567
Ascot Vale,70 Bloomfield Rd,4,h,,S,Brad,8/10/2016,5.9,3032,3,1,2,398,,,Moonee Valley City Council,-37.7761,144.9166,Western Metropolitan,6567
Ascot Vale,41 Monash St,3,h,1230000,S,Nelson,8/10/2016,5.9,3032,4,1,2,594,148,1960,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan,6567
Ascot Vale,2/78 Ormond Rd,2,h,636500,S,Jellis,8/10/2016,5.9,3032,2,1,1,0,,,Moonee Valley City Council,-37.7738,144.9345,Western Metropolitan,6567
Ascot Vale,83 Roseberry St,3,h,910000,S,Raine,8/10/2016,5.9,3032,3,1,0,317,,,Moonee Valley City Council,-37.7746,144.9112,Western Metropolitan,6567
Ascot Vale,7a Station Av,2,h,872500,PI,Jellis,8/10/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,51 Francis St,2,h,770000,PI,Nelson,10/09/2016,5.9,3032,2,1,1,226,87,1900,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,6567
Ascot Vale,5/39 Sandown Rd,2,t,490000,PI,Alexkarbon,10/09/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,33 Dalgety Dr,3,h,960000,S,Walshe,10/12/2016,5.9,3032,3,2,2,229,,2011,Moonee Valley City Council,-37.7778,144.9065,Western Metropolitan,6567
Ascot Vale,12 Mirams St,4,h,890000,SP,Raine,10/12/2016,5.9,3032,4,1,1,300,185,1890,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567
Ascot Vale,2 The Parade,2,h,965000,S,Nelson,10/12/2016,5.9,3032,2,1,1,170,,,Moonee Valley City Council,-37.7732,144.9206,Western Metropolitan,6567
Ascot Vale,13 Wigton St,4,h,,S,Nelson,10/12/2016,5.9,3032,4,1,2,462,170,1910,Moonee Valley City Council,-37.7795,144.929,Western Metropolitan,6567
Ascot Vale,17 Aspect Av,4,h,1200000,PI,Nelson,11/02/2017,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,78 The Parade,3,h,1440000,S,Nelson,11/02/2017,5.9,3032,3,1,1,487,131,1900,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan,6567
Ascot Vale,11 Ascot St,2,h,955000,S,Woodards,11/03/2017,5.9,3032,2,1,0,255,,,Moonee Valley City Council,-37.7825,144.9208,Western Metropolitan,6567
Ascot Vale,24/54 Epsom Rd,2,u,450000,VB,Nelson,12/11/2016,5.9,3032,2,1,1,0,,2010,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,6567
Ascot Vale,2 Farncomb St,3,h,801000,S,Jellis,12/11/2016,5.9,3032,3,1,2,431,,1950,Moonee Valley City Council,-37.781,144.9207,Western Metropolitan,6567
Ascot Vale,13 Fisher Pde,4,h,,S,Rendina,12/11/2016,5.9,3032,4,2,3,950,177,1950,Moonee Valley City Council,-37.7855,144.905,Western Metropolitan,6567
Ascot Vale,6 Leonard Cr,3,h,770000,SP,Rendina,12/11/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12/11/2016,5.9,3032,3,2,2,440,120,1955,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,6567
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,12/11/2016,5.9,3032,3,2,2,532,147,1950,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan,6567
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12/11/2016,5.9,3032,1,1,1,0,58,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,6567
Ascot Vale,52 Monash St,3,h,1425000,PI,Jellis,13/08/2016,5.9,3032,3,2,2,495,139,1920,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan,6567
Ascot Vale,32 Myross Av,3,h,925000,S,Nelson,13/08/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,58 Fenton St,4,h,1340000,S,Nelson,14/05/2016,5.9,3032,3,2,2,683,232,1978,Moonee Valley City Council,-37.775,144.932,Western Metropolitan,6567
Ascot Vale,70 Munro St,3,h,955000,S,Brad,14/05/2016,5.9,3032,3,1,1,263,117,1910,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan,6567
Ascot Vale,1 Nairn Av,2,h,1075000,PI,Jellis,14/05/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,125 Epsom Rd,4,h,1100000,VB,Nelson,15/10/2016,5.9,3032,4,2,5,559,195,1920,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan,6567
Ascot Vale,33 Hockey La,3,h,1255000,S,Nelson,15/10/2016,5.9,3032,3,2,2,308,,,Moonee Valley City Council,-37.7759,144.9338,Western Metropolitan,6567
Ascot Vale,55 Hunt Cr,4,h,1483000,S,Brad,15/10/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,3/28 Ormond Rd,2,u,432000,S,Biggin,15/10/2016,5.9,3032,2,1,1,0,62,1978,Moonee Valley City Council,-37.773,144.9303,Western Metropolitan,6567
Ascot Vale,7 Angler Pde,4,h,1640000,S,Raine,16/04/2016,5.9,3032,4,3,2,562,204,1890,Moonee Valley City Council,-37.782,144.903,Western Metropolitan,6567
Ascot Vale,26 Ayr St,6,h,1430000,S,Nelson,16/04/2016,5.9,3032,4,2,1,461,286,1900,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan,6567
Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,Brad,16/04/2016,5.9,3032,2,1,1,301,104,1995,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan,6567
Ascot Vale,57 The Parade,3,h,940000,S,Nelson,16/04/2016,5.9,3032,3,3,1,491,127,1950,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan,6567
Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,16/07/2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan,6567
Ascot Vale,4 Morphett Av,4,h,1505000,SP,Brad,16/07/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,67 Hurtle St,3,h,1180000,SP,Brad,17/09/2016,5.9,3032,3,2,2,617,149,1930,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan,6567
Ascot Vale,95 Walter St,4,h,1480000,S,Raine,17/09/2016,5.9,3032,4,2,2,597,180,1939,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan,6567
Ascot Vale,15 Bayview Tce,2,h,1150000,S,Brad,18/03/2017,5.9,3032,2,1,1,387,,,Moonee Valley City Council,-37.7734,144.9191,Western Metropolitan,6567
Ascot Vale,57 Monash St,3,h,1350000,S,Brad,18/03/2017,5.9,3032,3,1,3,575,,,Moonee Valley City Council,-37.7828,144.9049,Western Metropolitan,6567
Ascot Vale,54 South St,5,h,1905000,S,Nelson,18/03/2017,5.9,3032,5,2,2,521,,,Moonee Valley City Council,-37.7778,144.9261,Western Metropolitan,6567
Ascot Vale,3/8 Walter St,2,t,865000,SP,Nelson,18/03/2017,5.9,3032,2,2,1,146,132,2015,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan,6567
Ascot Vale,2/225 Maribyrnong Rd,2,t,705000,S,Brad,18/06/2016,5.9,3032,2,2,1,113,,1998,Moonee Valley City Council,-37.7712,144.9088,Western Metropolitan,6567
Ascot Vale,12/9 Milton St,2,u,442000,S,Alexkarbon,18/06/2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,6567
Ascot Vale,107/8 Burrowes St,2,u,540000,S,Jellis,19/11/2016,5.9,3032,2,2,1,0,,,Moonee Valley City Council,-37.7786,144.9141,Western Metropolitan,6567
Ascot Vale,21A Geddes St,3,h,1037500,S,Alexkarbon,19/11/2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley City Council,-37.7779,144.9133,Western Metropolitan,6567
Ascot Vale,1/20 Newsom St,3,t,1050000,S,Jellis,19/11/2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan,6567
Ascot Vale,14 Ormond Rd,6,h,,S,Rendina,19/11/2016,5.9,3032,6,2,3,833,411,1910,Moonee Valley City Council,-37.7729,144.9291,Western Metropolitan,6567
Ascot Vale,4/27 Roseberry St,2,u,440000,S,McDonald,19/11/2016,5.9,3032,2,1,1,0,65,1970,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan,6567
Ascot Vale,126 The Parade,2,h,1010000,S,Brad,19/11/2016,5.9,3032,2,1,1,325,,,Moonee Valley City Council,-37.7722,144.9117,Western Metropolitan,6567
Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,22/05/2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan,6567
Ascot Vale,6/17 Geddes St,2,u,570000,VB,Nelson,22/05/2016,5.9,3032,2,1,1,0,,,Moonee Valley City Council,-37.7779,144.9137,Western Metropolitan,6567
Ascot Vale,1/60 The Parade,2,u,690000,S,Brad,22/05/2016,5.9,3032,2,1,1,0,,,Moonee Valley City Council,-37.7728,144.9169,Western Metropolitan,6567
Ascot Vale,96 The Parade,4,h,,S,Raine,22/05/2016,5.9,3032,4,3,4,487,402,1940,Moonee Valley City Council,-37.7724,144.9136,Western Metropolitan,6567
Ascot Vale,3 Aspect Av,4,h,1070000,S,Nelson,22/08/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,45 Bloomfield Rd,3,h,1291000,S,Brad,23/04/2016,5.9,3032,3,1,2,414,,,Moonee Valley City Council,-37.7766,144.9185,Western Metropolitan,6567
Ascot Vale,72 Kent St,3,h,,S,Brad,23/04/2016,5.9,3032,3,2,2,298,132,1890,Moonee Valley City Council,-37.78,144.9247,Western Metropolitan,6567
Ascot Vale,21 Middle St,3,h,1130000,S,Nelson,23/04/2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567
Ascot Vale,78 Francis St,3,h,1135000,S,Brad,24/09/2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan,6567
Ascot Vale,25 Geddes St,4,h,950000,PI,Nelson,24/09/2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan,6567
Ascot Vale,106/246 Union Rd,3,u,790000,PI,Weda,24/09/2016,5.9,3032,3,2,1,0,148,,Moonee Valley City Council,-37.7722,144.9163,Western Metropolitan,6567
Ascot Vale,57 Bloomfield Rd,3,h,,SP,Alexkarbon,25/02/2017,5.9,3032,3,1,1,206,115,1900,Moonee Valley City Council,-37.7765,144.9177,Western Metropolitan,6567
Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,25/02/2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,6567
Ascot Vale,15 Mirams St,4,h,1345000,S,Jellis,25/02/2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley City Council,-37.7769,144.9138,Western Metropolitan,6567
Ascot Vale,6/37 Myrnong Cr,1,u,296000,S,Woodards,25/02/2017,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,44 Walter St,3,h,1381500,S,Barry,25/02/2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley City Council,-37.7727,144.9055,Western Metropolitan,6567
Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,26/07/2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan,6567
Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26/07/2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan,6567
Ascot Vale,37 Epsom Rd,3,h,1050000,SP,Frank,26/07/2016,5.9,3032,3,1,3,536,,,Moonee Valley City Council,-37.7728,144.9076,Western Metropolitan,6567
Ascot Vale,6 Waller Ct,3,h,786000,S,Brad,26/07/2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan,6567
Ascot Vale,17 Ascot St,2,h,705000,PI,Nelson,27/06/2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan,6567
Ascot Vale,19 Dunlop Av,3,h,660000,PI,Nelson,27/06/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,73 Kent St,2,h,760000,PI,Nelson,27/06/2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan,6567
Ascot Vale,9/129 The Parade,3,u,487500,S,Hodges,27/06/2016,5.9,3032,3,1,3,0,,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,6567
Ascot Vale,20 Charles St,3,h,1125000,S,Nelson,27/11/2016,5.9,3032,,,,,,,Moonee Valley City Council,-37.7783,144.91,Western Metropolitan,6567
Ascot Vale,1 East St,3,t,1000000,S,Nelson,27/11/2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley City Council,-37.7766,144.9277,Western Metropolitan,6567
Ascot Vale,32 Geddes St,4,h,1110000,PI,Nelson,27/11/2016,5.9,3032,4,2,1,349,,1920,Moonee Valley City Council,-37.7775,144.913,Western Metropolitan,6567
Ascot Vale,30 Mirams St,4,h,1300000,PI,Jellis,27/11/2016,5.9,3032,4,1,4,664,,,Moonee Valley City Council,-37.7765,144.9132,Western Metropolitan,6567
Ascot Vale,43 Mirams St,3,h,1060000,PI,Nelson,27/11/2016,5.9,3032,3,1,1,555,,,Moonee Valley City Council,-37.7767,144.9125,Western Metropolitan,6567
Ascot Vale,45 Mirams St,3,h,1410000,PI,Nelson,27/11/2016,5.9,3032,3,2,2,459,,,Moonee Valley City Council,-37.7767,144.9124,Western Metropolitan,6567
Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,28/05/2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,6567
Ascot Vale,26 Milton St,3,h,932500,S,Nelson,28/05/2016,5.9,3032,3,2,1,254,,,Moonee Valley City Council,-37.7738,144.9215,Western Metropolitan,6567
Ascot Vale,10 Ayr St,3,h,965000,S,Alexkarbon,28/08/2016,5.9,3032,3,1,0,216,,,Moonee Valley City Council,-37.7792,144.9297,Western Metropolitan,6567
Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,28/08/2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley City Council,-37.7762,144.9174,Western Metropolitan,6567
Ascot Vale,1/91 Epsom Rd,2,u,545000,S,Nelson,28/08/2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley City Council,-37.7772,144.9118,Western Metropolitan,6567
Ascot Vale,1 Myross Av,4,h,1800000,S,Brad,28/08/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,4/33 Sandown Rd,3,t,840000,SP,Brad,28/08/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,5 Doncaster St,4,h,1705000,S,Jellis,30/07/2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley City Council,-37.7774,144.9104,Western Metropolitan,6567
Ascot Vale,6 McCully St,3,h,970000,S,Nelson,30/07/2016,5.9,3032,2,1,1,194,,,Moonee Valley City Council,-37.7756,144.921,Western Metropolitan,6567
Ascot Vale,75 Munro St,2,h,925000,S,Barry,30/07/2016,5.9,3032,2,1,1,407,,,Moonee Valley City Council,-37.7756,144.9105,Western Metropolitan,6567
Ashburton,61 Dent St,4,h,2650000,S,Marshall,3/09/2016,11,3147,4,3,2,753,399,2015,Boroondara City Council,-37.8669,145.0767,Southern Metropolitan,3052
Ashburton,1 Wilgra Av,2,h,1820000,S,Marshall,3/09/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,3/12/2016,11,3147,3,2,2,599,220,1930,Boroondara City Council,-37.8673,145.0688,Southern Metropolitan,3052
Ashburton,1/17 Ashburn Gr,3,t,955000,S,Buxton,3/12/2016,11,3147,3,2,2,203,,,Boroondara City Council,-37.8655,145.0807,Southern Metropolitan,3052
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,3/12/2016,11,3147,3,3,4,310,315,2014,Boroondara City Council,-37.874,145.0714,Southern Metropolitan,3052
Ashburton,7A Wirraway Ct,3,h,,S,Buxton,4/02/2016,11,3147,3,1,1,370,100,1950,Boroondara City Council,-37.8675,145.0895,Southern Metropolitan,3052
Ashburton,101/218 High St,2,u,500000,VB,Fletchers,4/03/2017,11,3147,2,1,1,710,,2010,Boroondara City Council,-37.8636,145.0794,Southern Metropolitan,3052
Ashburton,51 Victory Bvd,2,h,1575000,S,Jellis,4/03/2017,11,3147,2,1,2,679,,,Boroondara City Council,-37.869,145.0822,Southern Metropolitan,3052
Ashburton,50 Warner Av,4,h,1991000,S,Jellis,4/03/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,2 Benghazi Av,3,h,1425000,S,Jellis,4/06/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,3 Dunlop St,3,h,1555000,S,Jellis,4/06/2016,11,3147,3,2,2,731,149,1935,Boroondara City Council,-37.8666,145.0676,Southern Metropolitan,3052
Ashburton,36 Morotai Av,2,h,1417000,S,Buxton,4/06/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,15 Lancaster St,4,h,,SP,Fletchers,7/05/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,60 Munro Av,5,h,1850000,S,Fletchers,7/05/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,1/4 Taylor St,2,h,,VB,Jellis,7/11/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,1/6 Crete Av,3,h,780000,S,Tim,8/10/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,69a Munro Av,4,h,1942000,S,Marshall,8/10/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,16a Nicholas St,3,h,1100000,PI,Marshall,8/10/2016,11,3147,3,3,2,276,178,2004,Boroondara City Council,-37.8699,145.0778,Southern Metropolitan,3052
Ashburton,5 Nicholas St,3,h,1337000,S,Buxton,8/10/2016,11,3147,3,1,2,583,112,1950,Boroondara City Council,-37.8685,145.0786,Southern Metropolitan,3052
Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10/09/2016,11,3147,9,7,4,1472,618,2009,Boroondara City Council,-37.8729,145.0788,Southern Metropolitan,3052
Ashburton,33 Eleanor St,4,h,2215000,SP,Marshall,10/09/2016,11,3147,4,2,1,681,,1940,Boroondara City Council,-37.8612,145.0858,Southern Metropolitan,3052
Ashburton,3a Mernda Av,4,h,1880000,S,Fletchers,10/09/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,1/1 Nairn St,3,h,1518000,S,Jellis,10/09/2016,11,3147,3,2,2,516,145,1920,Boroondara City Council,-37.8675,145.0668,Southern Metropolitan,3052
Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,10/12/2016,11,3147,3,1,2,806,101,1950,Boroondara City Council,-37.8695,145.084,Southern Metropolitan,3052
Ashburton,60 Nicholas St,3,h,,SP,Marshall,10/12/2016,11,3147,3,1,2,699,,,Boroondara City Council,-37.873,145.0751,Southern Metropolitan,3052
Ashburton,76 Nicholas St,3,h,,S,Marshall,10/12/2016,11,3147,3,1,2,697,163,1962,Boroondara City Council,-37.8738,145.0741,Southern Metropolitan,3052
Ashburton,45 Yuile St,3,h,1655000,S,Jellis,10/12/2016,11,3147,3,1,3,780,152,1940,Boroondara City Council,-37.8599,145.0815,Southern Metropolitan,3052
Ashburton,1/24 Crete Av,3,t,1340000,S,Jellis,12/06/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,18 Alamein Av,3,h,1445000,S,Jellis,12/11/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,3 Lae Ct,3,h,1500000,S,Jellis,12/11/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,8 Ryland St,4,h,,SN,Tim,12/11/2016,11,3147,4,2,2,513,160,1950,Boroondara City Council,-37.861,145.0806,Southern Metropolitan,3052
Ashburton,47 Yuile St,4,h,1550000,VB,Marshall,12/11/2016,11,3147,4,2,2,780,180,1938,Boroondara City Council,-37.86,145.0817,Southern Metropolitan,3052
Ashburton,36 Alamein Av,2,h,1356000,S,Jellis,14/05/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,6a Glen Rd,3,h,1662000,S,Jellis,14/05/2016,11,3147,3,2,2,351,228,2006,Boroondara City Council,-37.8742,145.07,Southern Metropolitan,3052
Ashburton,2 Maxwell St,2,h,,S,Marshall,14/05/2016,11,3147,3,1,2,690,,,Boroondara City Council,-37.8689,145.069,Southern Metropolitan,3052
Ashburton,18 Glen Rd,3,h,1665000,S,Jellis,15/10/2016,11,3147,3,2,3,702,145,1945,Boroondara City Council,-37.8737,145.0695,Southern Metropolitan,3052
Ashburton,11a Ambon St,3,h,,S,Jellis,16/04/2016,11,3147,3,2,1,404,398,2010,Boroondara City Council,-37.8696,145.0811,Southern Metropolitan,3052
Ashburton,24 Fakenham Rd,3,h,,S,Marshall,16/04/2016,11,3147,3,2,2,650,,,Boroondara City Council,-37.8628,145.0884,Southern Metropolitan,3052
Ashburton,95 Nicholas St,2,h,1445000,S,Jellis,16/04/2016,11,3147,2,1,2,704,,,Boroondara City Council,-37.8745,145.0738,Southern Metropolitan,3052
Ashburton,34 Munro Av,3,h,1600000,S,Noel,16/07/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,2a Lancaster St,3,h,980000,VB,Fletchers,17/09/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,1/1 Ramu Gr,3,t,1300000,VB,Jellis,17/09/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,8 Glen Rd,3,h,,S,Fletchers,18/03/2017,11,3147,3,2,2,696,,,Boroondara City Council,-37.8742,145.0699,Southern Metropolitan,3052
Ashburton,11 Munro Av,4,h,,S,Fletchers,18/03/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,46 Nicholas St,2,h,,S,Marshall,18/03/2017,11,3147,2,1,2,697,,,Boroondara City Council,-37.8723,145.0759,Southern Metropolitan,3052
Ashburton,29A Yuile St,5,h,3510000,S,Jellis,18/03/2017,11,3147,5,5,2,755,444,2015,Boroondara City Council,-37.8598,145.0796,Southern Metropolitan,3052
Ashburton,50a Baker Pde,4,h,1730000,SP,hockingstuart,18/06/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,20 Gloucester Rd,3,h,,S,Marshall,18/06/2016,11,3147,3,2,2,591,142,1960,Boroondara City Council,-37.8666,145.0883,Southern Metropolitan,3052
Ashburton,3/75 Victory Bvd,3,t,968000,S,Jellis,18/06/2016,11,3147,3,1,1,227,,,Boroondara City Council,-37.8709,145.0857,Southern Metropolitan,3052
Ashburton,2/17 Ashburn Gr,3,t,900000,S,Jellis,19/11/2016,11,3147,3,2,2,153,110,1990,Boroondara City Council,-37.8655,145.0808,Southern Metropolitan,3052
Ashburton,34 Morotai Av,3,h,1570000,S,Buxton,19/11/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,4 Baker Pde,3,h,1500000,S,hockingstuart,22/05/2016,11,3147,3,1,2,545,,,Boroondara City Council,-37.8605,145.0833,Southern Metropolitan,3052
Ashburton,26 Tarakan Av,3,h,1360000,S,Tim,22/05/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22/08/2016,11,3147,6,4,2,1075,390,2010,Boroondara City Council,-37.8714,145.073,Southern Metropolitan,3052
